rank,holderId,legacyV1Address,etherscanLabel,holderType,isContractAtSnapshot,codeBytesAtSnapshot,v1RawAmount,v1Amount,v2RawAmount,v2Amount,conversionRule,proposedDisposition,dispositionReason,draftThresholdEligible,destinationAddress,addressOverride,addressOverrideProofHash,ownerDecision,ownerDecisionReference,draftBatch,draftIndexInBatch,sourceAllocationId,sourceSafe,status
1,v1-mainnet-0001,0x876146f9e8863ba09a7eff0d8209e708a3fee802,,TOP5_OWNER_CLASSIFICATION_REQUIRED,False,0,883718640903163448882,883718640.903163448882,883718640903163448882000000,883718640.903163448882000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_OWNER_DECISION_REQUIRED,Top-five balances represent 98.84% of V1 supply and cannot be treated as ordinary holder payouts without wallet ownership/tokenomics mapping.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
2,v1-mainnet-0002,0x6be007b1befd60624a55b901095dc2f4218a6211,,TOP5_OWNER_CLASSIFICATION_REQUIRED,False,0,56753033525215692135,56753033.525215692135,56753033525215692135000000,56753033.525215692135000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_OWNER_DECISION_REQUIRED,Top-five balances represent 98.84% of V1 supply and cannot be treated as ordinary holder payouts without wallet ownership/tokenomics mapping.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
3,v1-mainnet-0003,0x37c441d73308f0778f73664a6ee1be96c43745ab,,TOP5_OWNER_CLASSIFICATION_REQUIRED,False,0,19948969216406505657,19948969.216406505657,19948969216406505657000000,19948969.216406505657000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_OWNER_DECISION_REQUIRED,Top-five balances represent 98.84% of V1 supply and cannot be treated as ordinary holder payouts without wallet ownership/tokenomics mapping.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
4,v1-mainnet-0004,0xe32cfba7afd85c04d7c608c98e429cc6a000858a,,TOP5_OWNER_CLASSIFICATION_REQUIRED,False,0,18003608365208677308,18003608.365208677308,18003608365208677308000000,18003608.365208677308000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_OWNER_DECISION_REQUIRED,Top-five balances represent 98.84% of V1 supply and cannot be treated as ordinary holder payouts without wallet ownership/tokenomics mapping.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
5,v1-mainnet-0005,0x706df7f43f2d552928c72c04f6bd7b056d76b336,,TOP5_OWNER_CLASSIFICATION_REQUIRED,False,0,10000000000000000000,10000000.000000000000,10000000000000000000000000,10000000.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_OWNER_DECISION_REQUIRED,Top-five balances represent 98.84% of V1 supply and cannot be treated as ordinary holder payouts without wallet ownership/tokenomics mapping.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
6,v1-mainnet-0006,0xd15749a7ae26cbab8f56831e029471d4cc756082,,EOA_CANDIDATE,False,0,5020982682245025491,5020982.682245025491,5020982682245025491000000,5020982.682245025491000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xd15749a7ae26cbab8f56831e029471d4cc756082,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,1,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
7,v1-mainnet-0007,0x83ff1cd3ae8e7a2d55a43815985b11d41540ac65,,EOA_CANDIDATE,False,0,1524956194156863776,1524956.194156863776,1524956194156863776000000,1524956.194156863776000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x83ff1cd3ae8e7a2d55a43815985b11d41540ac65,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,2,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
8,v1-mainnet-0008,0xad711454019916c9c170426c7c8f38bde739de57,,EOA_CANDIDATE,False,0,948059794773655813,948059.794773655813,948059794773655813000000,948059.794773655813000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xad711454019916c9c170426c7c8f38bde739de57,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,3,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
9,v1-mainnet-0009,0xa22d7cb335dfbdd6338be3dafa46284e71effdc2,,EOA_CANDIDATE,False,0,865000044816488073,865000.044816488073,865000044816488073000000,865000.044816488073000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xa22d7cb335dfbdd6338be3dafa46284e71effdc2,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,4,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
10,v1-mainnet-0010,0xfd00644213cc50dab420298ac4a103a11d79d4f1,,EOA_CANDIDATE,False,0,852437731810681454,852437.731810681454,852437731810681454000000,852437.731810681454000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xfd00644213cc50dab420298ac4a103a11d79d4f1,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,5,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
11,v1-mainnet-0011,0x0a80a5921ff574795a9c4e01aed176d6276d3820,,EOA_CANDIDATE,False,0,840605974156609188,840605.974156609188,840605974156609188000000,840605.974156609188000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x0a80a5921ff574795a9c4e01aed176d6276d3820,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,6,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
12,v1-mainnet-0012,0x000000000004444c5dc75cb358380d2e3de08a90,Uniswap V4: Pool Manager,DEX_INFRASTRUCTURE,True,24009,796919500028702821,796919.500028702821,796919500028702821000000,796919.500028702821000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),EXCLUDE_DEX_INFRASTRUCTURE,"Uniswap V4 PoolManager balance is protocol liquidity/infrastructure, not a direct holder recipient.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
13,v1-mainnet-0013,0x5a57ee9a7439f665639c25520d20c06b6a4cb20a,,EOA_CANDIDATE,False,0,215335945204563372,215335.945204563372,215335945204563372000000,215335.945204563372000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x5a57ee9a7439f665639c25520d20c06b6a4cb20a,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,7,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
14,v1-mainnet-0014,0xbefa5f098ab2804e7e409b8d683994e1b0e45849,,EOA_CANDIDATE,False,0,111450000000000000,111450.000000000000,111450000000000000000000,111450.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xbefa5f098ab2804e7e409b8d683994e1b0e45849,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,8,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
15,v1-mainnet-0015,0x873816603bd7eb400ef89364e2d8ea4ac5c490e2,,EOA_CANDIDATE,False,0,105753848404187421,105753.848404187421,105753848404187421000000,105753.848404187421000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x873816603bd7eb400ef89364e2d8ea4ac5c490e2,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,9,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
16,v1-mainnet-0016,0xcf89b519825876c7ac6dfe56a1caa35abfce565f,,EOA_CANDIDATE,False,0,71243791691435985,71243.791691435985,71243791691435985000000,71243.791691435985000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xcf89b519825876c7ac6dfe56a1caa35abfce565f,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,10,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
17,v1-mainnet-0017,0x7c83a7e99f039ee9a699c3d8f04906d373f5fc36,,EOA_CANDIDATE,False,0,66402948578945192,66402.948578945192,66402948578945192000000,66402.948578945192000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x7c83a7e99f039ee9a699c3d8f04906d373f5fc36,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,11,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
18,v1-mainnet-0018,0x219d05ac1ccff122495cfea25a8fc059e19fae94,,EOA_CANDIDATE,False,0,43116827566299812,43116.827566299812,43116827566299812000000,43116.827566299812000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x219d05ac1ccff122495cfea25a8fc059e19fae94,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,12,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
19,v1-mainnet-0019,0x5eeed48afb574271d5150aaaa254dc791a5d981a,,EOA_CANDIDATE,False,0,25620000000000000,25620.000000000000,25620000000000000000000,25620.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x5eeed48afb574271d5150aaaa254dc791a5d981a,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,13,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
20,v1-mainnet-0020,0x7637b9b75f7036683dd92664bfd693401be04b67,,EOA_CANDIDATE,False,0,23000000000000000,23000.000000000000,23000000000000000000000,23000.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x7637b9b75f7036683dd92664bfd693401be04b67,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,14,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
21,v1-mainnet-0021,0x2eed6597e3f4762b907e194a62ac678de1186120,,EOA_CANDIDATE,False,0,17725299374436916,17725.299374436916,17725299374436916000000,17725.299374436916000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x2eed6597e3f4762b907e194a62ac678de1186120,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,15,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
22,v1-mainnet-0022,0xaa41d96d5ca0a9e4a1537988469e918c620ae445,,EOA_CANDIDATE,False,0,7341061149199077,7341.061149199077,7341061149199077000000,7341.061149199077000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xaa41d96d5ca0a9e4a1537988469e918c620ae445,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,16,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
23,v1-mainnet-0023,0xda4368a900a6010493f30639c5f71ccb79ad53da,,EOA_CANDIDATE,False,0,4000000000000000,4000.000000000000,4000000000000000000000,4000.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xda4368a900a6010493f30639c5f71ccb79ad53da,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,17,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
24,v1-mainnet-0024,0x5192f343e7d494d65d50c5c75ec185bf8ae26f85,,EOA_CANDIDATE,False,0,3818957837226085,3818.957837226085,3818957837226085000000,3818.957837226085000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x5192f343e7d494d65d50c5c75ec185bf8ae26f85,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,18,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
25,v1-mainnet-0025,0xcb17ea8c4b0f869d1a5837e6764b355f1dbb90cb,,EOA_CANDIDATE,False,0,3655622955813256,3655.622955813256,3655622955813256000000,3655.622955813256000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xcb17ea8c4b0f869d1a5837e6764b355f1dbb90cb,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,19,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
26,v1-mainnet-0026,0xf20fee5b0233c67c1377013937c893188f85e412,,EOA_CANDIDATE,False,0,3655622955813256,3655.622955813256,3655622955813256000000,3655.622955813256000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xf20fee5b0233c67c1377013937c893188f85e412,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,1,20,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
27,v1-mainnet-0027,0x7e77b27607f6736beb767078ca27c5249a1e37df,,EOA_CANDIDATE,False,0,3641569697193433,3641.569697193433,3641569697193433000000,3641.569697193433000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x7e77b27607f6736beb767078ca27c5249a1e37df,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,1,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
28,v1-mainnet-0028,0xb2c23eed316e7ee29a758dcc194616a03b5cbe57,,EOA_CANDIDATE,False,0,3619896252215723,3619.896252215723,3619896252215723000000,3619.896252215723000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0xb2c23eed316e7ee29a758dcc194616a03b5cbe57,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,2,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
29,v1-mainnet-0029,0x92070978459b129f2a3c0206a7ce8ce1420dc241,,EOA_CANDIDATE,False,0,3499999993355773,3499.999993355773,3499999993355773000000,3499.999993355773000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x92070978459b129f2a3c0206a7ce8ce1420dc241,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,3,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
30,v1-mainnet-0030,0x1699520ace8741c9359126f3cecf5b800abe689f,,EOA_CANDIDATE,False,0,3000000000000000,3000.000000000000,3000000000000000000000,3000.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x1699520ace8741c9359126f3cecf5b800abe689f,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,4,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
31,v1-mainnet-0031,0x2bd0dc9b2e0463b2bfd1dfd558b32e8a467967fa,,EOA_CANDIDATE,False,0,1400000000000000,1400.000000000000,1400000000000000000000,1400.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x2bd0dc9b2e0463b2bfd1dfd558b32e8a467967fa,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,5,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
32,v1-mainnet-0032,0x0f99f38ddc828216b9d7ab3ecfe2509cd88507fd,,EOA_CANDIDATE,False,0,1000000000000000,1000.000000000000,1000000000000000000000,1000.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",True,0x0f99f38ddc828216b9d7ab3ecfe2509cd88507fd,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,2,6,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
33,v1-mainnet-0033,0x88b3330389b3d947bf19fee07c3fec78f368f46f,,EOA_CANDIDATE,False,0,490000000000000,490.000000000000,490000000000000000000,490.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
34,v1-mainnet-0034,0x29e7acb32b7c73bc0003b3e478eaba7c24acde7d,Binance Dep: 0x29e7AcB32B7c73BC0003b3e478EABA7C24acDE7d,CUSTODIAL_EXCHANGE_DEPOSIT,False,0,473420370000000,473.420370000000,473420370000000000000,473.420370000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_DESTINATION_PROOF_REQUIRED,Exchange deposit addresses must not receive V2 without a signed alternate-destination instruction and custody review.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
35,v1-mainnet-0035,0xa3fe833d4b291f1c736af7627c7ee776d2ebd969,,EOA_CANDIDATE,False,0,427829261868154,427.829261868154,427829261868154000000,427.829261868154000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
36,v1-mainnet-0036,0x6e68f113f52f11bcd3016e52e33b94a70b0229b1,,EOA_CANDIDATE,False,0,420000000000000,420.000000000000,420000000000000000000,420.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
37,v1-mainnet-0037,0x111e50b9dd01013c73dc76c5b383d0114099fac5,,EOA_CANDIDATE,False,0,385000000000000,385.000000000000,385000000000000000000,385.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
38,v1-mainnet-0038,0x53bf118dacbbeb1ca56b2a2dce61e9b9cd3985e0,,EOA_CANDIDATE,False,0,340000000000000,340.000000000000,340000000000000000000,340.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
39,v1-mainnet-0039,0x8af47390236581ee6ec2f2fa2517da590e5e14a8,,EOA_CANDIDATE,False,0,329014734675135,329.014734675135,329014734675135000000,329.014734675135000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
40,v1-mainnet-0040,0x1d6159c927a6df83fe6a5f18fb315240cfedcfb7,,EOA_CANDIDATE,False,0,312713440000000,312.713440000000,312713440000000000000,312.713440000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
41,v1-mainnet-0041,0x9d15dc943d45372ce23b6f74220c2e625cd6fa40,,EOA_CANDIDATE,False,0,253195460000000,253.195460000000,253195460000000000000,253.195460000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
42,v1-mainnet-0042,0x1a6b38d4d76ee25407d77e2b4d7f1ca2ec3f6594,,EOA_CANDIDATE,False,0,221544075985777,221.544075985777,221544075985777000000,221.544075985777000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
43,v1-mainnet-0043,0x408ff4c088f0bd4b8384aaf400e38cdcc32a4954,,EOA_CANDIDATE,False,0,199673696740558,199.673696740558,199673696740558000000,199.673696740558000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
44,v1-mainnet-0044,0xf7a7edd501feb688a090cc9b990648fed643701e,,EOA_CANDIDATE,False,0,186640300000000,186.640300000000,186640300000000000000,186.640300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
45,v1-mainnet-0045,0xf704c1d5d03ab7b476d3ce4a3a7b6e445aaa1e97,,EOA_CANDIDATE,False,0,172773600000000,172.773600000000,172773600000000000000,172.773600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
