rank,holderId,legacyV1Address,etherscanLabel,holderType,isContractAtSnapshot,codeBytesAtSnapshot,v1RawAmount,v1Amount,v2RawAmount,v2Amount,conversionRule,proposedDisposition,dispositionReason,draftThresholdEligible,destinationAddress,addressOverride,addressOverrideProofHash,ownerDecision,ownerDecisionReference,draftBatch,draftIndexInBatch,sourceAllocationId,sourceSafe,status
392,v1-mainnet-0392,0x5a5e3403185f6117f0c957069fc259942eacb20b,,EOA_CANDIDATE,False,0,4540100000000,4.540100000000,4540100000000000000,4.540100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
393,v1-mainnet-0393,0xe439894789bdc2f378cc8b142f233f80fce937a5,,EOA_CANDIDATE,False,0,4538500000000,4.538500000000,4538500000000000000,4.538500000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
394,v1-mainnet-0394,0x5f4ed6700cc9e7a24c933bb6d23e9d33e1be03db,,EOA_CANDIDATE,False,0,4527400000000,4.527400000000,4527400000000000000,4.527400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
395,v1-mainnet-0395,0x396edd5728bc8473106748d7c6bc703e40627271,,EOA_CANDIDATE,False,0,4519400000000,4.519400000000,4519400000000000000,4.519400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
396,v1-mainnet-0396,0xcecca09ac85bed231f16fda1adbfc4960620084f,,EOA_CANDIDATE,False,0,4513500000000,4.513500000000,4513500000000000000,4.513500000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
397,v1-mainnet-0397,0x2fc46e3a8163b69cf26b3f3731da8249131bbc99,,EOA_CANDIDATE,False,0,4513100000000,4.513100000000,4513100000000000000,4.513100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
398,v1-mainnet-0398,0x1dd552bbf5275ce40e0ed31cdfc0f6535bf895ae,,EOA_CANDIDATE,False,0,4511700000000,4.511700000000,4511700000000000000,4.511700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
399,v1-mainnet-0399,0xb6ca0fddc82f0080df6fb7b4bcfe259c51ca3d36,,EOA_CANDIDATE,False,0,4489700000000,4.489700000000,4489700000000000000,4.489700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
400,v1-mainnet-0400,0x9a7d01f386faec14b4329250e4d27cc57eea6e2d,,EOA_CANDIDATE,False,0,4488700000000,4.488700000000,4488700000000000000,4.488700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
401,v1-mainnet-0401,0xca391d7d566264db61c91c93cb263cfab3020f34,,EOA_CANDIDATE,False,0,4484300000000,4.484300000000,4484300000000000000,4.484300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
402,v1-mainnet-0402,0xf33985bffcc71a6c8eeebb9c9325142bb21ea00e,,EOA_CANDIDATE,False,0,4471800000000,4.471800000000,4471800000000000000,4.471800000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
403,v1-mainnet-0403,0x16bb994411d99d8578ce5fc7c7320cef37639543,,EOA_CANDIDATE,False,0,4434400000000,4.434400000000,4434400000000000000,4.434400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
404,v1-mainnet-0404,0xe7f0bc0f9788f98543ba2c228b851d4efaad904f,,EOA_CANDIDATE,False,0,4430200000000,4.430200000000,4430200000000000000,4.430200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
405,v1-mainnet-0405,0x6759e50d1d5b8613d51d87a92c2e806c762498c2,,EOA_CANDIDATE,False,0,4407100000000,4.407100000000,4407100000000000000,4.407100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
406,v1-mainnet-0406,0x8de612d330a0c5161fdc7696216599708c3ac4d6,,EOA_CANDIDATE,False,0,4367400000000,4.367400000000,4367400000000000000,4.367400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
407,v1-mainnet-0407,0x290c07d488616aca65e4d40a1195441b8313699e,,EOA_CANDIDATE,False,0,4325000000000,4.325000000000,4325000000000000000,4.325000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
408,v1-mainnet-0408,0x7dec216f7ea777f38c61c5ae3d60213f33b207ce,,EOA_CANDIDATE,False,0,4317900000000,4.317900000000,4317900000000000000,4.317900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
409,v1-mainnet-0409,0x58a8872b8280f5762dce158244f5afae955fddc9,,EOA_CANDIDATE,False,0,4308800000000,4.308800000000,4308800000000000000,4.308800000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
410,v1-mainnet-0410,0x96821360f6813326b39a56b988bab60ed7e2cfee,,EOA_CANDIDATE,False,0,4300000000000,4.300000000000,4300000000000000000,4.300000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
411,v1-mainnet-0411,0x8e903e46e071486b8e8031068cd139f1304c08ac,,EOA_CANDIDATE,False,0,4288700000000,4.288700000000,4288700000000000000,4.288700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
412,v1-mainnet-0412,0xe0cec88e81f5475557c3a87f6d5ed0d73a12ce2f,,EOA_CANDIDATE,False,0,4258200000000,4.258200000000,4258200000000000000,4.258200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
413,v1-mainnet-0413,0x4ab37b375a06182e82cef55d001cc355d3eb0924,,EOA_CANDIDATE,False,0,4250900000000,4.250900000000,4250900000000000000,4.250900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
414,v1-mainnet-0414,0x401e14854700f81cdc8539661872935337ab2ad1,,EOA_CANDIDATE,False,0,4246800000000,4.246800000000,4246800000000000000,4.246800000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
415,v1-mainnet-0415,0x0248d48c0f0cc4683369c3edc224a7eb0125862d,,EOA_CANDIDATE,False,0,4218900000000,4.218900000000,4218900000000000000,4.218900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
416,v1-mainnet-0416,0x5a0c114c46d4fb401c7f4de5a836992c910a5bda,,EOA_CANDIDATE,False,0,4204700000000,4.204700000000,4204700000000000000,4.204700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
417,v1-mainnet-0417,0x86f9126543540376bc9a5c85df9fadccfeecf494,,EOA_CANDIDATE,False,0,4183300000000,4.183300000000,4183300000000000000,4.183300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
418,v1-mainnet-0418,0x1598519ec31b4f766fb9b48b9bd3bf93f51a808c,,EOA_CANDIDATE,False,0,4159600000000,4.159600000000,4159600000000000000,4.159600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
419,v1-mainnet-0419,0xa65a23ca3d22bf91166ad22aa80f58b40f9ad822,,EOA_CANDIDATE,False,0,4132700000000,4.132700000000,4132700000000000000,4.132700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
420,v1-mainnet-0420,0x6bc800d9800770c7bd9e5d38a412a0e7e56d6444,,EOA_CANDIDATE,False,0,4091700000000,4.091700000000,4091700000000000000,4.091700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
421,v1-mainnet-0421,0x810f04a9e7b967d83762baa77e1615181597ced8,,EOA_CANDIDATE,False,0,4071000000000,4.071000000000,4071000000000000000,4.071000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
422,v1-mainnet-0422,0xd22733e6420ec9b1399438a5eae332e0d8198d1c,,EOA_CANDIDATE,False,0,4068600000000,4.068600000000,4068600000000000000,4.068600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
423,v1-mainnet-0423,0x8117a00a626c4eca61946ea16ce3195516240f99,,EOA_CANDIDATE,False,0,4052000000000,4.052000000000,4052000000000000000,4.052000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
424,v1-mainnet-0424,0x46ce3fd42fe418e3006d2f2c828a95d5e11af9b6,,EOA_CANDIDATE,False,0,4035000000000,4.035000000000,4035000000000000000,4.035000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
425,v1-mainnet-0425,0xd4c31a417c69d284ba5f43ed5439c7ea45229ffe,,EOA_CANDIDATE,False,0,4030400000000,4.030400000000,4030400000000000000,4.030400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
426,v1-mainnet-0426,0xe26794dacde2f363c670bba74c2096756967d585,,EOA_CANDIDATE,False,0,4004400000000,4.004400000000,4004400000000000000,4.004400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
427,v1-mainnet-0427,0x6b53a27afeb7516ebba31212ee07184aed3c7f13,,EOA_CANDIDATE,False,0,3992000000000,3.992000000000,3992000000000000000,3.992000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
428,v1-mainnet-0428,0x840c1651e37aaae6bad1ea5cade2e2ee25ecf8c2,,EOA_CANDIDATE,False,0,3969100000000,3.969100000000,3969100000000000000,3.969100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
429,v1-mainnet-0429,0xdaf3a24b0cf5489c8c629d3745a299e8f95c4fd1,,EOA_CANDIDATE,False,0,3963200000000,3.963200000000,3963200000000000000,3.963200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
430,v1-mainnet-0430,0x49368bddcd7fbd2c0962dfc5b3941b69c52c84e0,,EOA_CANDIDATE,False,0,3960300000000,3.960300000000,3960300000000000000,3.960300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
431,v1-mainnet-0431,0x1523d099e483f4b8815680fb4b934891f8da8483,,EOA_CANDIDATE,False,0,3956200000000,3.956200000000,3956200000000000000,3.956200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
432,v1-mainnet-0432,0x5310fc91e7b06b1b7c12bda4a832bb98ae80ae4a,,EOA_CANDIDATE,False,0,3952600000000,3.952600000000,3952600000000000000,3.952600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
433,v1-mainnet-0433,0x65c502e8481278b2bf51fc2851998d2b800f7316,,EOA_CANDIDATE,False,0,3924400000000,3.924400000000,3924400000000000000,3.924400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
434,v1-mainnet-0434,0x90df71f850b761b55116e89b0fd06f1826573be2,,EOA_CANDIDATE,False,0,3921100000000,3.921100000000,3921100000000000000,3.921100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
435,v1-mainnet-0435,0x946fe9a57e2470d46cdff9308292987c5fdde1df,,EOA_CANDIDATE,False,0,3871100000000,3.871100000000,3871100000000000000,3.871100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
436,v1-mainnet-0436,0x66e253d9f6f722c34c5d4aa0a59e5b8e65f7248b,,EOA_CANDIDATE,False,0,3854400000000,3.854400000000,3854400000000000000,3.854400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
437,v1-mainnet-0437,0x53f4e95e0eca7230f48caa664581cfa15d03341e,,EOA_CANDIDATE,False,0,3848000000000,3.848000000000,3848000000000000000,3.848000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
438,v1-mainnet-0438,0xb474d26b4c05a0db38d3d7b18a7347032114882b,,EOA_CANDIDATE,False,0,3845800000000,3.845800000000,3845800000000000000,3.845800000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
439,v1-mainnet-0439,0x1dedcca088efdb26ec79677525f84beaa9a9d7d3,,EOA_CANDIDATE,False,0,3841700000000,3.841700000000,3841700000000000000,3.841700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
440,v1-mainnet-0440,0xb7b4fef92e989146ae63313a2bab9c63cbb60ae0,,EOA_CANDIDATE,False,0,3782400000000,3.782400000000,3782400000000000000,3.782400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
